visitation_id,resident_id,visit_date,social_worker,visit_type,location_visited,family_members_present,purpose,observations,family_cooperation_level,safety_concerns_noted,follow_up_needed,follow_up_notes,visit_outcome
795,33,2025-04-29,SW-04,Post-Placement Monitoring,Church,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,,Needs Improvement
796,33,2025-07-21,SW-13,Routine Follow-Up,Family Home,Mendoza (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,True,True,Follow-up scheduled,Needs Improvement
797,33,2025-08-11,SW-10,Reintegration Assessment,Church,Mendoza (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
798,33,2025-09-27,SW-01,Reintegration Assessment,Family Home,Flores (Parent); Cruz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable
799,33,2025-09-29,SW-02,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Unfavorable
800,33,2025-09-29,SW-17,Routine Follow-Up,Proposed Foster Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Needs Improvement
801,33,2025-09-29,SW-14,Reintegration Assessment,Church,Cruz (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Needs Improvement
802,33,2025-10-20,SW-03,Routine Follow-Up,Family Home,Garcia (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Favorable
803,33,2025-12-07,SW-07,Reintegration Assessment,Family Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,False,Follow-up scheduled,Favorable
804,33,2025-12-19,SW-14,Post-Placement Monitoring,School,Reyes (Parent); Cruz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,True,True,Follow-up scheduled,Unfavorable
805,34,2023-07-16,SW-03,Initial Assessment,Family Home,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,True,False,Follow-up scheduled,Inconclusive
806,34,2023-07-23,SW-03,Routine Follow-Up,Church,Flores (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
807,34,2023-07-27,SW-02,Post-Placement Monitoring,Barangay Office,Lopez (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,,Inconclusive
808,34,2023-08-01,SW-17,Initial Assessment,Community Center,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Neutral,False,False,Follow-up scheduled,Favorable
809,34,2023-09-15,SW-19,Routine Follow-Up,Family Home,Santos (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
810,34,2023-10-01,SW-04,Routine Follow-Up,Community Center,Reyes (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
811,34,2023-10-29,SW-03,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,True,Follow-up scheduled,Unfavorable
812,34,2023-12-18,SW-20,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,Follow-up scheduled,Favorable
813,34,2024-01-29,SW-16,Initial Assessment,Barangay Office,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Uncooperative,False,False,,Favorable
814,34,2024-02-03,SW-11,Routine Follow-Up,Family Home,Garcia (Parent); Garcia (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
815,35,2024-08-18,SW-14,Routine Follow-Up,Church,Torres (Parent); Santos (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,False,False,,Favorable
816,35,2024-09-05,SW-02,Emergency,Church,Rivera (Parent); Reyes (Sibling),Visitation for emergency,Visit observations recorded during emergency.,Uncooperative,False,True,Follow-up scheduled,Unfavorable
817,35,2024-09-07,SW-17,Reintegration Assessment,Proposed Foster Home,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
818,35,2024-09-21,SW-04,Reintegration Assessment,Church,Santos (Parent); Torres (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,True,,Needs Improvement
819,35,2024-11-07,SW-02,Reintegration Assessment,Family Home,Flores (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,,Favorable
820,35,2024-11-07,SW-20,Routine Follow-Up,School,Lopez (Parent); Lopez (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,False,Follow-up scheduled,Favorable
821,35,2024-12-17,SW-17,Routine Follow-Up,Church,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,False,True,Follow-up scheduled,Needs Improvement
822,35,2025-01-17,SW-20,Post-Placement Monitoring,School,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,True,,Needs Improvement
823,35,2025-01-30,SW-20,Post-Placement Monitoring,Barangay Office,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Uncooperative,False,True,Follow-up scheduled,Unfavorable
824,35,2025-02-05,SW-14,Reintegration Assessment,Proposed Foster Home,Garcia (Parent); Diaz (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,Follow-up scheduled,Unfavorable
825,35,2025-02-10,SW-16,Post-Placement Monitoring,Family Home,Garcia (Parent); Reyes (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,Follow-up scheduled,Inconclusive
826,35,2025-03-04,SW-06,Initial Assessment,School,Mendoza (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,True,Follow-up scheduled,Unfavorable
827,35,2025-04-05,SW-02,Routine Follow-Up,School,Torres (Parent); Torres (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,False,False,,Favorable
828,35,2025-04-17,SW-09,Initial Assessment,Church,None,Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,True,False,Follow-up scheduled,Inconclusive
829,35,2025-04-28,SW-06,Routine Follow-Up,Church,Santos (Parent); Rivera (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Cooperative,True,False,,Inconclusive
830,35,2025-05-07,SW-18,Reintegration Assessment,Proposed Foster Home,Flores (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
831,35,2025-05-09,SW-14,Reintegration Assessment,Family Home,Reyes (Parent); Mendoza (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Unfavorable
832,35,2025-05-10,SW-08,Reintegration Assessment,Family Home,Cruz (Parent); Garcia (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Uncooperative,False,False,Follow-up scheduled,Favorable
833,35,2025-05-23,SW-19,Post-Placement Monitoring,Barangay Office,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,True,False,Follow-up scheduled,Favorable
834,35,2025-06-19,SW-11,Routine Follow-Up,School,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
835,35,2025-06-20,SW-09,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,,Needs Improvement
836,35,2025-06-28,SW-11,Routine Follow-Up,Barangay Office,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,,Needs Improvement
837,35,2025-07-09,SW-18,Reintegration Assessment,Family Home,Lopez (Parent); Flores (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
838,35,2025-08-10,SW-02,Initial Assessment,Community Center,Reyes (Parent); Diaz (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Inconclusive
839,35,2025-08-24,SW-04,Post-Placement Monitoring,Church,Mendoza (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Cooperative,False,True,,Needs Improvement
840,35,2025-09-21,SW-14,Reintegration Assessment,School,None,Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,False,True,,Unfavorable
841,36,2023-04-05,SW-15,Routine Follow-Up,School,Diaz (Parent); Mendoza (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,True,Follow-up scheduled,Needs Improvement
842,36,2023-05-03,SW-17,Routine Follow-Up,Church,Garcia (Parent); Diaz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Neutral,True,False,Follow-up scheduled,Favorable
843,36,2023-07-11,SW-13,Reintegration Assessment,School,Santos (Parent); Santos (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Neutral,False,True,Follow-up scheduled,Needs Improvement
844,36,2023-07-17,SW-17,Routine Follow-Up,Church,Reyes (Parent); Cruz (Sibling),Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,True,,Needs Improvement
845,36,2023-07-18,SW-10,Reintegration Assessment,Community Center,Torres (Parent); Rivera (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Highly Cooperative,False,True,,Needs Improvement
846,36,2023-07-23,SW-14,Reintegration Assessment,Proposed Foster Home,Santos (Parent); Reyes (Sibling),Visitation for reintegration assessment,Visit observations recorded during reintegration assessment.,Cooperative,True,True,Follow-up scheduled,Unfavorable
847,36,2023-08-05,SW-05,Routine Follow-Up,Family Home,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Uncooperative,False,False,,Favorable
848,36,2023-08-12,SW-14,Routine Follow-Up,Community Center,None,Visitation for routine follow-up,Visit observations recorded during routine follow-up.,Highly Cooperative,True,True,Follow-up scheduled,Needs Improvement
849,36,2023-08-25,SW-19,Post-Placement Monitoring,Church,Rivera (Parent); Diaz (Sibling),Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Neutral,True,False,Follow-up scheduled,Favorable
850,36,2023-08-27,SW-03,Initial Assessment,Church,Torres (Parent); Garcia (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
851,36,2023-08-27,SW-12,Initial Assessment,Community Center,Flores (Parent); Torres (Sibling),Visitation for initial assessment,Visit observations recorded during initial assessment.,Cooperative,False,False,Follow-up scheduled,Favorable
852,36,2023-09-11,SW-03,Post-Placement Monitoring,Proposed Foster Home,None,Visitation for post-placement monitoring,Visit observations recorded during post-placement monitoring.,Highly Cooperative,False,False,,Inconclusive
